region,voix,couleur
Benin,25.4,green
Burkina Faso,28.3,yellow
Cap vert,101.6,red
Cote d'ivoire,32.0,steelblue
Gambie,88.1,darkred
Ghana,56.8,orange
Guinee,54.5,darkgrey
Guinee Bissau,47.8,crimson
Liberia,30.2,blue
Mali,26.0,darkmagenta
Niger,23.1,cadetblue
Nigeria,8.8,darkblue
Senegal,45.7,dimgrey
Sierra Leone,30.8,chocolate
Togo,45.3,pink
