region,voix,couleur
Benin,41.6,green
Burkina Faso,34.2,yellow
Cap vert,121.2,red
Cote d'ivoire,42.2,steelblue
Gambie,101.1,darkred
Ghana,71.6,orange
Guinee,43.4,darkgrey
Guinee Bissau,48.0,crimson
Liberia,31.9,blue
Mali,30.8,darkmagenta
Niger,36.2,cadetblue
Nigeria,10.9,darkblue
Senegal,57.1,dimgrey
Sierra Leone,29.1,chocolate
Togo,76.8,pink
