region,voix,couleur
Benin,30.9,green
Burkina Faso,30.4,yellow
Cap vert,114.0,red
Cote d'ivoire,35.6,steelblue
Gambie,104.1,darkred
Ghana,70.2,orange
Guinee,89.2,darkgrey
Guinee Bissau,47.6,crimson
Liberia,37.7,blue
Mali,27.1,darkmagenta
Niger,25.6,cadetblue
Nigeria,10.6,darkblue
Senegal,54.4,dimgrey
Sierra Leone,35.4,chocolate
Togo,52.6,pink
