region,voix,couleur
Benin,45.3,green
Burkina Faso,46.5,yellow
Cap vert,57.9,red
Cote d'ivoire,46.0,steelblue
Gambie,34.4,darkred
Ghana,49.1,orange
Guinee,30.1,darkgrey
Guinee Bissau,71.1,crimson
Liberia,54.3,blue
Mali,33.0,darkmagenta
Niger,33.9,cadetblue
Nigeria,132.7,darkblue
Senegal,32.7,dimgrey
Sierra Leone,77.6,chocolate
Togo,31.3,pink
