region,voix,couleur
Benin,-2.6,green
Burkina Faso,-3.5,yellow
Cap vert,8.9,red
Cote d'ivoire,-2.2,steelblue
Gambie,-8.7,darkred
Ghana,-8.6,orange
Guinee,-3.3,darkgrey
Guinee Bissau,-3.1,crimson
Liberia,-1.1,blue
Mali,-2.2,darkmagenta
Niger,-2.6,cadetblue
Nigeria,-1.4,darkblue
Senegal,-5.5,dimgrey
Sierra Leone,-1.6,chocolateTogo,-4.6,pink
