region,voix,couleur
Benin,5.0,green
Burkina Faso,5,4,yellow
Cap vert,3,6,red
Cote d'ivoire,9.3,steelblue
Gambie,2.3,darkred
Ghana,3.3,orange
Guinee,3.8,darkgrey
Guinee Bissau,5.4,crimson
Liberia,2.0,blue
Mali,5.0,darkmagenta
Niger,4.6,cadetblue
Nigeria,1.7,darkblue
Senegal,6.6,dimgrey
Sierra Leone,4.3,chocolate
Togo,5.0,pink
