region,voix,couleur
Benin,14.8,green
Burkina Faso,16.6,yellow
Cap vert,18.3,red
Cote d'ivoire,15.6,steelblue
Gambie,14.0,darkred
Ghana,15.3,orange
Guinee,15.8,darkgrey
Guinee Bissau,6.8,crimson
Liberia,19.3,blue
Mali,13.1,darkmagenta
Niger,15.2,cadetblue
Nigeria,5.9,darkblue
Senegal,18.4,dimgrey
Sierra Leone,8.7,chocolate
Togo,20.0,pink
