region,voix,couleur
Benin,2.7,green
Burkina Faso,2.8,yellow
Cap vert,4.5,red
Cote d'ivoire,4.9,steelblue
Gambie,4.8,darkred
Ghana,0.0,orange
Guinee,21.4,darkgrey
Guinee Bissau,5.3,crimson
Liberia,8.5,blue
Mali,3.0,darkmagenta
Niger,2.9,cadetblue
Nigeria,10.8,darkblue
Senegal,3.4,dimgrey
Sierra Leone,0,chocolate
Togo,3.6,green
