region,voix,couleur
Benin,-1.1,green
Burkina Faso,-0.1,yellow
Cap vert,0.1,red
Cote d'ivoire,0.6,steelblue
Gambie,8.3,darkred
Ghana,17.0,orange
Guinee,8.2,darkgrey
Guinee Bissau,1.3,crimson
Liberia,8.6,blue
Mali,-1.9,darkmagenta
Niger,0.6,cadetblue
Nigeria,15.4,darkblue
Senegal,0.8,dimgrey
Sierra Leone,9.7,chocolate
Togo,0.7,pink
