region,voix,couleur
Benin,1.0,green
Burkina Faso,0.5,yellow
Cap vert,1.5,red
Cote d'ivoire,2.6,steelblue
Gambie,5.7,darkred
Ghana,0.0,orange
Guinee,11.9,darkgrey
Guinee Bissau,0.7,crimson
Liberia,7.6,blue
Mali,0.6,darkmagenta
Niger,2.3,cadetblue
Nigeria,8.5,darkblue
Senegal,0.7,dimgrey
Sierra Leone,10.4,chocolate
Togo,1.8,pink
